plating_stk_no,model_no,version,brand,gender,pol_finish,jig_qty,traycate,ip_wiping,bath_type
3285QBA02/BLU,3285,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3285QBA02/BRN,3285,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3285QCA02/BL01,3285,A,FT,GEN,Bi-Finish,0,Jumbo,Yes,Semi bright
3286QAA02/BLU,3286,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3286SAA02,3286,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3287NAA02,3287,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3287QAA02/BRN,3287,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3287SAA02,3287,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3287NAB02,3287,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3287QAB02/BL01,3287,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3287QAB02/BLU,3287,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3287SAB02,3287,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3287WAB02,3287,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3287NAF02,3287,F,FT,GEN,Buffed,98,Jumbo,No,Bright
3287SAF02,3287,F,FT,GEN,Buffed,98,Jumbo,No,Bright
3287NCA02,3287,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287WCA02,3287,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287NCD02,3287,D,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QCD02/BLU,3287,D,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QCD02/BRN,3287,D,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287NCE02,3287,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QCE02/BLU/M,3287,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QCE02/BRN,3287,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QCE02/GUN,3287,E,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QDA02/BLU/M,3287,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QDA02/BRN,3287,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287SDA02,3287,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287QDB02/BRZ,3287,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
3287SDB02,3287,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287WDB02,3287,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3287SDD02,3287,D,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3290SAA02,3290,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3291SAA02,3291,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3292QAA02/BLU/M,3292,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3292QAA02/BRN,3292,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3292NAB02,3292,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3292SAB02,3292,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3294NAA02,3294,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3294QAA02/BRN,3294,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3294SAA02,3294,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3295NAA02,3295,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3295QAA02/BRN,3295,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3295SAA02,3295,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3296QSA02/BLU,3296,A,FT,GEN,Shotblasting,144,Jumbo,Yes,Dull
3296QSA02/BRN,3296,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3299SAA02,3299,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3299NAB02,3299,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3299SAB02,3299,B,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3300NAA02,3300,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3300QAA02/BRN,3300,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3301NAA02,3301,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3301QAA02/BLU/M,3301,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3301QAA02/BRN,3301,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3301NBA02,3301,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3301QBA02/BLU/M,3301,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3301QBA02/BRN,3301,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3303SAA02,3303,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3303SAB02,3303,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3303NAC02,3303,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3303QAC02/BLU/M,3303,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3303QAC02/BRN,3303,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3303SBA02,3303,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3303NCC02,3303,C,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3305NAA02,3305,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3305QAA02/BLU/J,3305,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3305QAA02/BRN,3305,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3305SAA02,3305,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3305QAB02/BLU/M,3305,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3305SAB02,3305,B,FT,GEN,Buffed,98,Jumbo,No,Bright
3305NAC02,3305,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3305QAC02/BRN,3305,C,FT,GEN,Buffed,98,Jumbo,No,Bright
3305QAD02/BRN,3305,D,FT,GEN,Buffed,98,Jumbo,No,Bright
3305SAD02,3305,D,FT,GEN,Buffed,98,Jumbo,No,Bright
3305WAD02,3305,D,FT,GEN,Buffed,98,Jumbo,No,Bright
3305SCA02,3305,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3305NEA02,3305,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3305SEA02,3305,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3305NSB02,3305,B,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
3306SAA02,3306,A,FT,GEN,Buffed,144,Jumbo,No,Bright
3308NDA02,3308,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3308SDA02,3308,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3309NAA02,3309,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3309QAA02/BLU/M,3309,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3309QAA02/BRN,3309,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3309QAA02/BRZ,3309,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3313SCA02,3313,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3315NDA02,3315,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3315QDA02/BRN,3315,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3315SDA02,3315,A,FT,GEN,Bi-Finish,98,Jumbo,Yes,Semi bright
3317NAA02,3317,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3317QAA02/BLU/M,3317,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3317QAA02/BRN,3317,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3317SAA02,3317,A,FT,GEN,Buffed,98,Jumbo,No,Bright
3317NSA02,3317,A,FT,GEN,Shotblasting,98,Jumbo,Yes,Dull
340YAF02,340,F,TI,LAD,Buffed,312,Normal,No,Bright
340YAG02,340,G,TI,LAD,Buffed,312,Normal,No,Bright
38034NJB02,38034,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
38035SBB02,38035,B,FT,GEN,Bi-Finish,70,Jumbo,Yes,Semi bright
38051SAB02,38051,B,FT,GEN,Buffed,70,Jumbo,No,Bright
38052SAB02,38052,B,FT,GEN,Buffed,70,Jumbo,No,Bright
520YAC02,520,C,TI,GEN,Buffed,220,?,No,Bright
6001SFA02,6001,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6004NAC02,6004,C,FT,LAD,Buffed,144,Normal,No,Bright
6004QAC02/BRN,6004,C,FT,LAD,Buffed,144,Normal,No,Bright
6004QAC02/GUN,6004,C,FT,LAD,Buffed,144,Normal,No,Bright
6004SAC02,6004,C,FT,LAD,Buffed,144,Normal,No,Bright
6004WAC02,6004,C,FT,LAD,Buffed,144,Normal,No,Bright
6004SGB02,6004,B,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6004SGC02,6004,C,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6013SAA02,6013,A,FT,LAD,Buffed,220,Normal,No,Bright
6014SCA02,6014,A,FT,LAD,Bi-Finish,220,?,Yes,Semi bright
6015SAA02,6015,A,FT,LAD,Buffed,220,Normal,No,Bright
6015WAA02,6015,A,FT,LAD,Buffed,220,Normal,No,Bright
6015SAC02,6015,C,FT,LAD,Buffed,180,Normal,No,Bright
6015WAC02,6015,C,FT,LAD,Buffed,180,Normal,No,Bright
6021SEA02,6021,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6023SAA02,6023,A,FT,LAD,Buffed,220,?,No,Bright
6024NAA02,6024,A,FT,LAD,Buffed,144,Normal,No,Bright
6024QAA02/BRN,6024,A,FT,LAD,Buffed,220,Normal,No,Bright
6024SAA02,6024,A,FT,LAD,Buffed,144,Normal,No,Bright
6024SAA02/01,6024,A,FT,LAD,Buffed,144,Normal,No,Bright
6026SEA02,6026,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6027SEC02,6027,C,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6035SFA02,6035,A,FT,LAD,Bi-Finish,180,Jumbo,Yes,Semi bright
6041SBA02,6041,A,FT,LAD,Bi-Finish,144,?,Yes,Semi bright
6042SSA02,6042,A,FT,LAD,Shotblasting,220,?,Yes,Dull
6046SAG02,6046,G,FT,LAD,Buffed,220,?,No,Bright
6048SAA02,6048,A,FT,LAD,Buffed,144,?,No,Bright
6057SAA02,6057,A,FT,LAD,Buffed,144,Normal,No,Bright
6072SFC02,6072,C,FT,LAD,Bi-Finish,220,?,Yes,Semi bright
6075SEA02,6075,A,FT,LAD,Bi-Finish,144,?,Yes,Semi bright
6078SAA02,6078,A,FT,LAD,Buffed,144,Normal,No,Bright
6078SAB02,6078,B,FT,LAD,Buffed,144,Normal,No,Bright
6078SAE02,6078,E,FT,LAD,Buffed,144,Normal,No,Bright
6078SAF02,6078,F,FT,LAD,Buffed,144,Normal,No,Bright
6078SAG02,6078,G,FT,LAD,Buffed,144,Normal,No,Bright
6088SEC02,6088,C,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6090SAA02,6090,A,FT,LAD,Buffed,220,Normal,No,Bright
6091SAA02,6091,A,FT,LAD,Buffed,180,Normal,No,Bright
6093NAB02,6093,B,FT,LAD,Buffed,180,Normal,No,Bright
6093QAB02/BRN,6093,B,FT,LAD,Buffed,180,Normal,No,Bright
6093SAB02,6093,B,FT,LAD,Buffed,180,Normal,No,Bright
6093WAB02,6093,B,FT,LAD,Buffed,180,Normal,No,Bright
6094SEA02,6094,A,FT,LAD,Bi-Finish,220,?,Yes,Semi bright
6095SEA02,6095,A,FT,LAD,Buffed,144,Normal,No,Bright
6096SAA02,6096,A,FT,LAD,Buffed,220,?,No,Bright
6097SEB02,6097,B,FT,LAD,Bi-Finish,220,?,Yes,Semi bright
6098NSA02,6098,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6099SSA02,6099,A,FT,LAD,Shotblasting,144,?,Yes,Dull
6102SAA02,6102,A,FT,LAD,Buffed,220,?,No,Bright
6103SAA02,6103,A,FT,LAD,Buffed,144,?,No,Bright
6107NAA02,6107,A,FT,LAD,Buffed,220,Normal,No,Bright
6107SAA02,6107,A,FT,LAD,Buffed,220,Normal,No,Bright
6109SAA02,6109,A,FT,LAD,Buffed,144,Normal,No,Bright
6111SAB02,6111,B,FT,LAD,Buffed,220,Normal,No,Bright
6112SEB02,6112,B,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6112SEC02,6112,C,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6112SSC02,6112,C,FT,LAD,Shotblasting,180,Normal,Yes,Dull
6113NCA02,6113,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6113SCA02,6113,A,FT,LAD,Bi-Finish,312,Normal,Yes,Semi bright
6113WCA02,6113,A,FT,LAD,Bi-Finish,312,Normal,Yes,Semi bright
6114SAA02,6114,A,FT,GEN,Buffed,220,Normal,No,Bright
6114WAA02,6114,A,FT,GEN,Buffed,312,Normal,No,Bright
6116SAA02,6116,A,FT,LAD,Buffed,220,?,No,Bright
6117SAA02,6117,A,FT,LAD,Buffed,220,Normal,No,Bright
6118SAA02,6118,A,FT,LAD,Buffed,312,?,No,Bright
6120SAA02,6120,A,FT,LAD,Buffed,220,?,No,Bright
6121SAA02,6121,A,FT,LAD,Buffed,220,Normal,No,Bright
6122SAA02,6122,A,FT,LAD,Buffed,180,Normal,No,Bright
6123SAA02,6123,A,FT,LAD,Buffed,220,Normal,No,Bright
6123SAB02,6123,B,FT,LAD,Buffed,220,Normal,No,Bright
6125SAA02,6125,A,FT,LAD,Buffed,220,Normal,No,Bright
6126SAA02,6126,A,FT,LAD,Buffed,312,Normal,No,Bright
6127SAA02,6127,A,FT,LAD,Buffed,144,?,No,Bright
6130SAA02,6130,A,FT,LAD,Buffed,220,?,No,Bright
6131SEA02,6131,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6131WEA02,6131,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6132KAA02,6132,A,FT,LAD,Buffed,220,Normal,No,Bright
6134KAA02,6134,A,FT,LAD,Buffed,220,Normal,No,Bright
6134SAA02,6134,A,FT,LAD,Buffed,220,Normal,No,Bright
6135SAA02,6135,A,FT,LAD,Buffed,144,Normal,No,Bright
6138SAA02,6138,A,FT,LAD,Buffed,180,Normal,No,Bright
6139SEA02,6139,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6140SAA02,6140,A,FT,LAD,Buffed,144,Normal,No,Bright
6141SSA02,6141,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6143SEA02,6143,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6144SAA02,6144,A,FT,LAD,Buffed,220,Normal,No,Bright
6145QAA02/GUN,6145,A,FT,LAD,Buffed,312,Jumbo,No,Bright
6145SAA02,6145,A,FT,LAD,Buffed,220,Jumbo,No,Bright
6147QAA02/BL01,6147,A,FT,LAD,Buffed,98,Jumbo,No,Bright
6147WAA02,6147,A,FT,LAD,Buffed,98,Jumbo,No,Bright
6147NSA02,6147,A,FT,LAD,Shotblasting,98,Jumbo,Yes,Dull
6148SAA02,6148,A,FT,LAD,Buffed,312,Normal,No,Bright
6148WAA02,6148,A,FT,LAD,Buffed,312,Normal,No,Bright
6148SEA02,6148,A,FT,LAD,Bi-Finish,312,Normal,Yes,Semi bright
6148WEA02,6148,A,FT,LAD,Bi-Finish,312,Normal,Yes,Semi bright
6149SAA02,6149,A,FT,LAD,Buffed,220,Normal,No,Bright
6150NAA02,6150,A,FT,LAD,Buffed,220,Normal,No,Bright
6150SAA02,6150,A,FT,LAD,Buffed,220,Normal,No,Bright
6150WAA02,6150,A,FT,LAD,Buffed,220,Normal,No,Bright
6152SAA02,6152,A,FT,LAD,Buffed,180,Normal,No,Bright
6153SAA02,6153,A,FT,LAD,Buffed,144,Normal,No,Bright
6153NAB02,6153,B,FT,LAD,Buffed,180,Normal,No,Bright
6153SAB02,6153,B,FT,LAD,Buffed,180,Normal,No,Bright
6153SAC02,6153,C,FT,LAD,Buffed,144,Normal,No,Bright
6156SAA02,6156,A,FT,LAD,Buffed,144,Normal,No,Bright
6157SEA02,6157,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6158SAA02,6158,A,FT,LAD,Buffed,144,Normal,No,Bright
6162SAA02,6162,A,FT,LAD,Buffed,220,Normal,No,Bright
6163NAA02,6163,A,FT,LAD,Buffed,144,Normal,No,Bright
6163SAA02,6163,A,FT,LAD,Buffed,144,Normal,No,Bright
6165NAA02,6165,A,FT,LAD,Buffed,180,Normal,No,Bright
6165SAA02,6165,A,FT,LAD,Buffed,180,Normal,No,Bright
6165WAA02,6165,A,FT,LAD,Buffed,180,Normal,No,Bright
6166SAA02,6166,A,FT,LAD,Buffed,144,Normal,No,Bright
6167SAA02,6167,A,FT,LAD,Buffed,144,Normal,No,Bright
6167WAA02,6167,A,FT,LAD,Buffed,144,Normal,No,Bright
6167NEA02,6167,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6168NEA02,6168,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6168SEA02,6168,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6168WEA02,6168,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6169SAA02,6169,A,FT,LAD,Buffed,144,Jumbo,No,Bright
6169SAB02,6169,B,FT,LAD,Buffed,144,Jumbo,No,Bright
6171SAA02,6171,A,FT,LAD,Buffed,144,Normal,No,Bright
6172SAA02,6172,A,FT,LAD,Buffed,144,Normal,No,Bright
6172NAB02,6172,B,FT,LAD,Buffed,144,Normal,No,Bright
6172SAB02,6172,B,FT,LAD,Buffed,144,Normal,No,Bright
6174SAA02,6174,A,FT,LAD,Buffed,144,Normal,No,Bright
6175SAA02,6175,A,FT,LAD,Buffed,144,?,No,Bright
6176NAA02,6176,A,FT,LAD,Buffed,144,Normal,No,Bright
6176SAA02,6176,A,FT,LAD,Buffed,144,Normal,No,Bright
6176NAB02,6176,B,FT,LAD,Buffed,144,Normal,No,Bright
6176QAB02/GUN,6176,B,FT,LAD,Buffed,144,Normal,No,Bright
6178ASB02/01,6178,B,FT,LAD,AL,0,Normal,NA,NA
6178ASB02/02,6178,B,FT,LAD,AL,0,Normal,NA,NA
6178SSA02,6178,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6179SAA02,6179,A,FT,LAD,Buffed,144,Jumbo,No,Bright
617YAE02,617,E,TI,GEN,Buffed,220,Normal,No,Bright
617SAM02,617,M,TI,GEN,Buffed,220,Normal,No,Bright
617YAM02,617,M,TI,GEN,Buffed,220,Normal,No,Bright
6180SAA02,6180,A,FT,LAD,Buffed,180,Normal,No,Bright
6181SEA02,6181,A,FT,LAD,Bi-Finish,180,Jumbo,Yes,Semi bright
6183SEA02,6183,A,FT,LAD,Bi-Finish,220,Normal,Yes,Semi bright
6184SSA02,6184,A,FT,LAD,Shotblasting,312,Normal,Yes,Dull
6184WSA02,6184,A,FT,LAD,Shotblasting,312,Normal,Yes,Dull
6185NAA02,6185,A,FT,LAD,Buffed,144,Normal,No,Bright
6185SAA02,6185,A,FT,LAD,Buffed,144,Normal,No,Bright
6186NAA02,6186,A,FT,LAD,Buffed,144,Jumbo,No,Bright
6186SAA02,6186,A,FT,LAD,Buffed,144,Jumbo,No,Bright
6187NAA02,6187,A,FT,LAD,Buffed,144,Normal,No,Bright
6187SAA02,6187,A,FT,LAD,Buffed,144,Normal,No,Bright
6187NSA02,6187,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6188NSA02,6188,A,FT,LAD,Shotblasting,180,Normal,Yes,Dull
6189NAA02,6189,A,FT,LAD,Buffed,144,Normal,No,Bright
6189SAA02,6189,A,FT,LAD,Buffed,144,Normal,No,Bright
6189NSA02,6189,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6190SSA02,6190,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6192NAA02,6192,A,FT,LAD,Buffed,144,Normal,No,Bright
6192SAA02,6192,A,FT,LAD,Buffed,144,Normal,No,Bright
6193NAA02,6193,A,FT,LAD,Buffed,144,Normal,No,Bright
6193SAA02,6193,A,FT,LAD,Buffed,144,Normal,No,Bright
6194NEA02,6194,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6194SEA02,6194,A,FT,LAD,Bi-Finish,144,Normal,Yes,Semi bright
6194SSA02,6194,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6196QSA02/BR,6196,A,FT,LAD,Shotblasting,144,?,Yes,Dull
6197SAA02,6197,A,FT,LAD,Buffed,180,Normal,No,Bright
6198NAA02,6198,A,FT,LAD,Buffed,144,Normal,No,Bright
6198NSA02,6198,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6198QSA02/BRN,6198,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6201NBA02,6201,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6201QBA02/BRN,6201,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6201SBA02,6201,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6201SSA02,6201,A,FT,LAD,Shotblasting,220,Normal,Yes,Dull
6202SAA02,6202,A,FT,LAD,Buffed,144,Normal,No,Bright
6202SSA02,6202,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6203SAA02,6203,A,FT,LAD,Buffed,180,Normal,No,Bright
6203SSA02,6203,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6204SAA02,6204,A,FT,LAD,Buffed,180,Normal,No,Bright
6204SSA02,6204,A,FT,LAD,Shotblasting,180,Normal,Yes,Dull
6206NAA02,6206,A,FT,LAD,Buffed,144,Normal,No,Bright
6206WAA02,6206,A,FT,LAD,Buffed,144,Normal,No,Bright
6207SAA02,6207,A,FT,LAD,Buffed,144,Normal,No,Bright
6207WAA02,6207,A,FT,LAD,Buffed,144,Normal,No,Bright
6207QAB02/BL01,6207,B,FT,LAD,Buffed,144,Normal,No,Bright
6207QAB02/BLU,6207,B,FT,LAD,Buffed,144,Normal,No,Bright
6207WAB02/CHG,6207,B,FT,LAD,Buffed,144,Normal,No,Bright
6207NSA02,6207,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6208NAA02,6208,A,FT,LAD,Buffed,144,Normal,No,Bright
6208SAA02,6208,A,FT,LAD,Buffed,144,Normal,No,Bright
6208QSA02/BRN,6208,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6210QAA02/GUN,6210,A,FT,LAD,Buffed,144,Normal,No,Bright
6210SAA02,6210,A,FT,LAD,Buffed,144,Normal,No,Bright
6210NAB02,6210,B,FT,LAD,Buffed,144,Normal,No,Bright
6210SAB02,6210,B,FT,LAD,Buffed,144,Normal,No,Bright
6210WAB02,6210,B,FT,LAD,Buffed,144,Normal,No,Bright
6210NAC02,6210,C,FT,LAD,Buffed,144,Normal,No,Bright
6210SAC02,6210,C,FT,LAD,Buffed,144,Normal,No,Bright
6210WAC02,6210,C,FT,LAD,Buffed,144,Normal,No,Bright
6210NAD02,6210,D,FT,LAD,Buffed,144,Normal,No,Bright
6210QAD02/BL01,6210,D,FT,LAD,Buffed,144,Normal,No,Bright
6210WAD02,6210,D,FT,LAD,Buffed,144,Normal,No,Bright
6212SAA02,6212,A,FT,LAD,Buffed,144,Normal,No,Bright
6213SSA02,6213,A,FT,LAD,Buffed,144,Normal,No,Bright
6215SAA02,6215,A,FT,LAD,Buffed,144,Normal,No,Bright
6215NBA02,6215,A,FT,LAD,Buffed,144,Normal,No,Bright
6215WBA02,6215,A,FT,LAD,Buffed,144,Normal,No,Bright
6215YSA02/BA,6215,A,FT,LAD,Shotblasting,0,Normal,Yes,Dull
6216NAA02,6216,A,FT,LAD,Buffed,144,Normal,No,Bright
6216WAA02,6216,A,FT,LAD,Buffed,144,Normal,No,Bright
6216QAB02/BL01,6216,B,FT,LAD,Buffed,144,Normal,No,Bright
6216QAB02/BLU,6216,B,FT,LAD,Buffed,144,Normal,No,Bright
6216WAB02/CHG,6216,B,FT,LAD,Buffed,144,Normal,No,Bright
6216QSA02/BRN,6216,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6217SAA02,6217,A,FT,LAD,Buffed,180,Normal,No,Bright
6219SAA02,6219,A,FT,LAD,Buffed,180,Normal,No,Bright
6220WAA02,6220,A,FT,LAD,Buffed,98,Jumbo,No,Bright
6221NAA02,6221,A,FT,LAD,Buffed,220,Normal,No,Bright
6221QAA02/BL01,6221,A,FT,LAD,Buffed,220,Normal,No,Bright
6221QAA02/BRN,6221,A,FT,LAD,Buffed,220,Normal,No,Bright
6221SAA02,6221,A,FT,LAD,Buffed,220,Normal,No,Bright
6221WAA02,6221,A,FT,LAD,Buffed,220,Normal,No,Bright
6221NSA02,6221,A,FT,LAD,Shotblasting,220,Normal,Yes,Dull
6222NAA02,6222,A,FT,LAD,Buffed,144,Normal,No,Bright
6222SAA02,6222,A,FT,LAD,Buffed,144,Normal,No,Bright
6222WAA02,6222,A,FT,LAD,Buffed,144,Normal,No,Bright
6225QAA02/BRN,6225,A,FT,LAD,Buffed,144,Normal,No,Bright
6225WAA02,6225,A,FT,LAD,Buffed,144,Normal,No,Bright
6225NSA02,6225,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6226WAA02,6226,A,FT,LAD,Buffed,180,Normal,No,Bright
6228NAA02,6228,A,FT,LAD,Buffed,144,Normal,No,Bright
6228WAA02,6228,A,FT,LAD,Buffed,144,Normal,No,Bright
6229WAA02,6229,A,FT,LAD,Buffed,180,Normal,No,Bright
6230NAA02,6230,A,FT,LAD,Buffed,144,Normal,No,Bright
6230WAA02,6230,A,FT,LAD,Buffed,144,Normal,No,Bright
6230WAA02/CHG,6230,A,FT,LAD,Buffed,144,Normal,No,Bright
6231SAA02,6231,A,FT,LAD,Buffed,144,Normal,No,Bright
6233SAA02,6233,A,FT,LAD,Buffed,180,Normal,No,Bright
6234NAA02,6234,A,FT,LAD,Buffed,180,Normal,No,Bright
6234QAA02/BL01,6234,A,FT,LAD,Buffed,180,Normal,No,Bright
6234QAA02/BLU,6234,A,FT,LAD,Buffed,180,Normal,No,Bright
6234SAA02,6234,A,FT,LAD,Buffed,180,Normal,No,Bright
6234WAA02,6234,A,FT,LAD,Buffed,180,Normal,No,Bright
6237SAA02,6237,A,FT,LAD,Buffed,180,Normal,No,Bright
6237NBA02,6237,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6237QBA02/BRN,6237,A,FT,LAD,Bi-Finish,180,Normal,Yes,Semi bright
6238YSA02/BA,6238,A,FT,LAD,Shotblasting,0,Normal,Yes,Dull
6240NSA02,6240,A,FT,LAD,Shotblasting,220,Normal,Yes,Dull
6242QSA02/BRN,6242,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6243NSA02,6243,A,FT,LAD,Shotblasting,144,Normal,Yes,Dull
6243YSA02/BA,6243,A,FT,LAD,Shotblasting,0,Normal,Yes,Dull
6244SSA02/SA,6244,A,FT,LAD,Shotblasting,0,Normal,Yes,Dull
6246SAA02,6246,A,FT,LAD,Buffed,144,Jumbo,No,Bright
6246SSA02,6246,A,FT,LAD,Shotblasting,144,Jumbo,Yes,Dull
6247NAA02,6247,A,FT,LAD,Buffed,180,Normal,No,Bright
6247SAA02,6247,A,FT,LAD,Buffed,180,Normal,No,Bright
